Genes	CTRL_1	CTRL_2	IFNG_1	IFNG_2	POMALYST_1	POMALYST_2	POMIFNG_1	POMIFNG_2
KCNV1	0	0	0	0	0	0	0	0
KCNV2	0.0414128	0	0	0	0.0227611	0.0198214	0	0
KCP	0.184266	0.230171	0.160327	0.279026	0.281982	0.291917	0.322463	0.174568
KCTD1	3.72337	3.79422	3.10579	3.23005	2.96164	2.87869	3.10282	2.67266
KCTD10	21.985	21.6609	25.6025	23.762	22.3546	20.4818	23.2364	21.6704
KCTD11	1.1617	1.62668	1.44265	1.25163	2.41379	2.23766	2.13361	2.119
KCTD12	13.1717	12.718	6.5263	6.21378	9.97976	9.35446	8.5071	6.66809
KCTD13	7.26086	8.9031	8.9	10.7523	11.233	10.0912	11.5801	11.713
KCTD14	2.81008e-191	1.3365e-212	4.51892e-233	0	8.53673e-216	0	6.88288e-202	7.42634e-202
KCTD15	28.9119	33.5372	39.8702	48.562	22.3164	28.9002	23.1972	20.8321
KCTD16	0	0	0.0085746	0.018312	0.0177714	0	0.00901788	0.00967262
KCTD17	11.8785	17.1273	15.3581	20.6156	18.6532	22.5844	19.9382	23.7438
KCTD18	3.31162	3.05553	3.37164	3.09789	4.25777	3.14178	4.25514	4.21027
KCTD19	0.0149272	0	0.031668	0.0169076	0	0.0142893	0	0.0357232
KCTD2	13.0544	16.4338	16.0512	20.2772	15.8342	19.8551	18.2588	18.3414
KCTD20	36.3632	28.3316	32.5976	29.016	33.5687	30.0504	31.3325	27.9294
KCTD21	6.34461	6.59394	7.83595	7.04232	7.40747	7.01064	7.90062	8.55032
KCTD3	25.2991	21.4026	25.2755	22.2726	25.2176	18.9477	23.3605	19.9184
KCTD4	0	0	0	0	0	0	0	0
KCTD5	29.3864	38.7482	37.0066	42.073	30.7267	40.3432	32.0633	30.7463
KCTD6	5.94312	4.92717	7.99819	6.88113	5.71041	4.98191	4.87558	5.96241
KCTD7	6.19537	5.48043	5.03012	4.85378	6.68063	4.82556	5.56905	4.52912
KCTD8	0	0	0	0	0	0	0	0
KCTD9	12.6604	12.1985	12.8001	10.5513	12.3488	8.51855	11.5186	10.9654
KDELC1	5.73301	5.64873	4.47617	4.39343	6.16134	6.87528	6.87115	8.26259
KDELC2	17.1473	15.0088	18.3451	15.2667	16.5629	14.9496	15.8462	14.2148
KDELR1	324.42	449.83	415.33	430.284	356.347	434.626	419.122	453.193
KDELR2	94.4681	96.532	91.4211	86.173	79.7658	79.1911	81.8839	89.3085
KDELR3	28.2747	30.9572	33.1563	33.7089	29.8409	28.5914	32.2762	38.4107
KDM1A	90.7354	91.9655	98.6235	95.0215	65.8585	84.3202	68.6474	72.5983
KDM1B	14.2769	12.2422	11.9406	10.5485	17.4079	12.237	15.584	13.2594
KDM2A	28.1647	25.4811	25.638	24.5538	31.6632	28.1286	30.8805	24.6389
KDM2B	12.6214	13.3658	12.2827	11.6566	10.0232	12.877	10.1396	8.43049
KDM3A	21.8892	19.4354	20.9485	20.0017	26.6859	20.2639	25.131	20.7699
KDM3B	18.4978	14.1608	15.8533	13.8072	16.0407	14.7726	14.5761	10.1099
KDM4A	21.3879	19.9188	23.4315	20.474	27.9326	23.1786	28.3481	23.8011
KDM4A-AS1	0.270543	0.258867	0.286977	0.442628	0.0991297	0.316531	0.201208	0.323726
KDM4B	23.0714	24.5927	24.1092	23.1358	26.1144	27.3998	25.9708	21.9712
KDM4C	3.32177	2.70168	2.90971	3.02536	4.28312	2.97125	3.86838	3.65215
KDM4D	2.72935	2.84898	3.01901	2.67815	2.40657	2.3193	2.19813	2.51491
KDM4E	0	0	0	0	0	0	0	0
KDM5A	5.44564	3.78691	4.68283	4.18763	6.89512	5.35388	6.12139	4.55497
KDM5B	17.3106	14.5896	14.0063	12.3097	16.7606	15.0258	15.9427	12.9342
KDM5B-AS1	16.2327	20.3664	19.2279	16.4915	11.7478	19.0795	17.2066	17.635
KDM5C	24.9311	24.1663	25.3634	24.8938	27.5836	26.7276	27.245	21.5049
KDM5D	2.57383	1.60298	2.34248	1.82854	3.10882	2.0775	2.48057	2.1191
KDM6A	5.54346	3.94878	5.47388	4.58433	6.40339	4.98829	5.7488	4.35006
KDM6B	7.91085	6.6462	9.60516	8.20374	7.88678	6.43595	6.91388	4.60346
KDM8	1.74975	1.9305	2.31058	1.86055	1.51123	1.60661	1.87232	1.3246
KDR	4.60558	3.86748	12.8332	10.8381	5.28173	4.14554	4.86951	3.47107
KDSR	9.41311	8.4825	11.9853	11.237	7.68952	8.34734	7.98371	8.76588
KEAP1	43.2676	53.9733	52.9888	55.9386	54.6857	59.1509	64.0349	62.5372
KEL	0.293584	0.38006	0.201506	0.371654	0.2278	0.198379	0.250454	0.247974
KERA	0	0	0	0	0	0	0	0
KGFLP1	0	0.0203025	0.0850863	0.0240332	0.0466517	0.118579	0.0447424	0.0493892
KGFLP2	0	0.0427829	0.00948573	0	0.0196598	0.0599223	0.00997611	0.0214009
KHDC1	0.455306	0.500038	0.593628	0.382425	0.183228	0.409175	0.52271	0.493883
KHDC1L	0	0	0	0	0	0	0	0
KHDC3L	0	0	0	0	0	0	0	0
KHDRBS1	109.888	119.29	110.558	112.965	94.2367	106.965	100.417	92.3186
KHDRBS2	0	0	0	0	0	0	0	0
KHDRBS3	5.77032	7.05129	5.33422	5.53841	7.41281	6.76598	7.65233	9.03981
KHK	4.08351	5.29147	4.6035	4.31414	4.85104	5.80213	5.78118	7.6909
KHNYN	9.14392	8.73666	10.6378	11.2843	14.7612	13.076	15.3122	11.605
KHSRP	177.989	239.978	164.93	184.114	134.567	188.702	139.008	124.345
KIAA0020	26.5703	28.0603	21.869	24.9693	17.8867	24.9341	17.704	21.324
KIAA0040	0.0841794	0.121496	0.51954	0.639226	0.303222	0.14326	0.338507	0.374464
KIAA0087	0	0	0	0	0	0	0	0
KIAA0100	36.9599	33.2536	31.9064	29.2099	36.5525	36.588	34.7091	27.6459
KIAA0101	25.0076	26.9204	19.2526	21.796	16.0329	24.039	15.3459	23.645
KIAA0125	0	0	0	0	0	0	0	0
KIAA0141	14.6549	15.7686	16.7872	16.7944	15.7573	15.7349	16.1454	16.0069
KIAA0146	11.4797	12.8802	11.2143	11.8298	12.6329	13.1428	12.122	12.5126
KIAA0195	21.3047	22.2078	24.0838	24.8156	24.6885	24.4071	26.0286	18.1058
KIAA0196	12.5947	12.6644	12.8741	12.6639	12.6703	12.8452	12.0529	12.782
KIAA0226	6.73932	5.51412	6.54026	6.36743	8.6563	6.07624	7.96118	6.17384
KIAA0226L	1.20724	1.02224	0.509961	0.399328	1.11565	1.05337	1.33485	1.21445
KIAA0232	5.02755	3.77937	3.91383	3.87252	4.66455	3.97923	3.70158	3.33485
KIAA0247	2.78402	2.67871	4.51608	4.26013	3.18815	2.85063	2.79436	2.13426
KIAA0317	8.95982	8.44091	8.82813	8.50491	9.61261	9.84101	10.8862	8.00181
KIAA0319	0	0	0	0.00709285	0.00865488	0.017991	0.0139789	0.00749438
KIAA0319L	16.5842	16.4955	19.7882	20.5955	22.7537	22.3912	24.1546	21.5589
KIAA0355	6.93133	6.67375	6.40453	6.57169	7.48271	6.62321	7.04713	5.3461
KIAA0368	10.4794	9.29414	8.55945	8.41774	8.69175	9.46415	8.14729	8.53809
KIAA0391	13.1893	12.2801	10.9889	11.2373	10.2872	11.1943	10.6687	11.3363
KIAA0408	0.0221653	3.00845e-06	8.84899e-07	7.8734e-07	0.0213946	5.36811e-07	3.45415e-07	3.7021e-06
KIAA0430	7.73326	5.35318	7.02998	5.11405	8.24843	5.85951	7.51128	5.26899
KIAA0513	0.685864	0.613231	0.703674	0.585826	1.7365	1.01174	1.53655	1.39921
KIAA0556	7.68534	7.66531	5.46801	5.70396	8.23453	7.88451	6.84772	6.20569
KIAA0586	5.06702	4.02417	4.43445	3.48605	5.83089	4.82535	5.03352	4.09209
KIAA0753	2.60613	2.57964	2.56426	2.42257	2.68693	2.52055	2.77702	2.72057
KIAA0754	6.23585	3.02027	2.96432	2.87633	8.38732	5.71376	5.56661	2.02339
KIAA0825	0.118027	0.113034	0.0416629	0.0446014	0.0864611	0.113083	0.0876335	0.0341729
KIAA0895	0.428419	0.41199	0.478356	0.443787	0.86443	0.590999	0.697958	0.660798
KIAA0895L	6.65416	5.71458	5.9735	6.37852	8.52197	6.78073	7.52186	6.28517
KIAA0907	18.6615	15.1622	16.8711	17.3138	19.9948	16.1706	17.0855	14.2164
KIAA0922	6.72265	5.83235	5.28582	4.95333	5.23859	5.3387	4.99017	4.43163
KIAA0930	30.3089	47.1681	25.2963	33.465	25.1367	45.1325	28.608	31.4417
KIAA0947	14.5229	10.3464	12.3339	10.4668	13.021	11.533	10.4652	7.86623
KIAA1009	0.995232	0.780558	1.57488	1.29358	0.950516	0.632529	0.819047	0.878514
KIAA1024	2.61952	1.97693	1.14146	1.07956	1.80473	1.65994	1.33081	1.00067
KIAA1024L	0	0	0	0	0	0	0	0
KIAA1033	9.29917	6.80908	8.34826	6.67759	11.7848	5.7741	8.09892	6.84816
KIAA1045	0.156826	0.150057	0.748584	0.629783	0.0861938	0.0750615	0.0556665	0.0682379
KIAA1107	0.101799	0.00885507	0.0196333	0.0524111	0.315357	0.0354358	0.154862	0.155032
KIAA1109	2.07243	0.954035	1.3788	1.26238	2.90929	1.5691	2.32071	1.41169
KIAA1143	8.14451	7.91783	7.43719	7.4428	7.63534	7.06283	7.47606	7.29697
KIAA1147	2.61823	2.00636	2.01383	1.95138	3.85608	2.48464	3.11052	2.25815
KIAA1161	2.02582	2.37236	1.51811	1.24433	4.34291	2.64354	4.02522	3.14765
KIAA1191	38.8408	36.4998	47.1135	41.8585	41.2815	38.5107	43.7133	46.2191
KIAA1199	9.58128	8.8937	9.67962	8.86599	28.9808	14.8853	27.6641	17.5294
KIAA1210	0.0263664	0.0252285	0	0.00597287	0.00579655	0.00504791	0	0.0126198
KIAA1211	2.97538	2.87521	2.60505	2.53427	2.34914	2.75214	2.35115	1.80133
KIAA1211L	0.0220007	0.0210512	0.0350057	0.0498389	0.0362758	0.0210604	0.0490871	0.0921394
KIAA1217	7.04189	6.51445	7.29971	6.16403	7.59766	5.12897	7.0912	4.91175
KIAA1239	0	0	0	0	0	0	0	0
KIAA1244	0.0765393	0.0340025	0.0376948	0.0371544	0.22536	0.14392	0.164673	0.14392
KIAA1257	0	0	0	0	0	0	0	0
KIAA1279	11.6152	12.8009	12.6325	13.7043	15.7318	13.2367	15.4452	16.0495
KIAA1324	0.065621	0.0467387	0.0624466	0.0554705	0.145698	0.0820409	0.0467079	0.064749
KIAA1324L	0.68359	0.515258	0.517317	0.408797	0.912502	0.612105	0.736555	0.621876
KIAA1328	0.917789	0.87818	1.07457	1.07878	1.64654	1.16866	1.47785	1.32614
KIAA1377	0.0470203	0.0281194	0.0249383	0.0066573	0.116294	0.0562635	0.150808	0.0703294
KIAA1407	0.0641181	0.0102252	0.090684	0.0726244	0.0352403	0.0818371	0.0357645	0.0767224
KIAA1429	13.7687	10.1224	10.9841	9.52109	9.83403	10.5924	10.7343	9.02569
KIAA1430	10.5065	8.15779	6.54978	6.19402	7.8098	6.24056	6.01413	5.27604
KIAA1432	5.61963	4.50145	5.57063	5.64115	5.89061	4.56917	4.90419	3.6692
KIAA1456	0.232054	0.219022	0.251981	0.219529	0.360602	0.357995	0.201784	0.243229
KIAA1462	0	0	0.0187344	0.0150035	0.0194141	0	0.00985144	0.0264168
KIAA1467	4.28858	3.82138	4.59648	3.9771	5.60786	4.302	5.66138	4.94988
KIAA1468	6.65273	5.69092	6.46336	6.62379	8.13854	6.95535	7.72092	6.07127
KIAA1522	10.9871	12.0356	11.6463	12.1209	11.1941	12.5145	11.0244	9.45956
KIAA1524	11.5089	9.38885	9.06128	9.16997	7.14341	8.64266	7.00617	7.03998
KIAA1549	1.2882	0.877317	0.680049	0.561674	1.2135	0.987077	0.990968	0.609067
KIAA1549L	10.4432	8.29682	8.67185	8.04111	10.5519	8.74138	9.13192	6.9465
KIAA1551	3.71596	2.93639	3.31186	3.20393	4.14336	2.66307	3.37144	3.02549
KIAA1586	4.29319	3.79191	2.70691	2.94145	4.96672	2.73022	3.93535	4.00553
KIAA1598	21.0412	19.0933	10.309	11.666	12.8641	15.1469	10.7172	10.2921
KIAA1609	3.01051	2.66514	3.36145	2.57868	3.85009	3.11335	3.69338	3.15327
KIAA1614	0.183588	0.263497	0.19474	0.311916	0.213017	0.322193	0.273076	0.146452
KIAA1644	0.0553505	0.0411924	0.0521891	0.0348298	0.00676033	0.0117744	0.0205827	0.00735902
KIAA1656	0.28778	0.311729	0.408935	0.36286	0.441678	0.441809	0.351329	0.337854
KIAA1671	4.72517	3.49828	4.27962	4.23391	5.67015	4.6054	4.69674	3.11883
KIAA1683	0	0	0.0117402	0.0250863	0.0121662	0	0.0123472	0.0397595
KIAA1704	15.5816	13.5598	13.0255	16.9086	13.6871	14.9816	14.6965	13.7057
KIAA1715	6.12719	5.86276	3.84438	3.58065	7.54628	4.32801	5.60872	5.5139
KIAA1731	5.22223	3.20211	3.99015	3.37837	5.43624	4.27789	4.26503	3.51994
KIAA1737	9.49802	7.46955	8.5694	8.09334	6.52933	6.66319	6.82167	6.15369
KIAA1751	0	0	0	0	0	0	0	0
KIAA1755	0.699539	1.23954	1.73828	1.9075	0.669276	0.79985	0.859877	0.767299
KIAA1804	0.143539	0.0824067	0.0913552	0.073162	0.142005	0.0961832	0.104084	0.0944658
KIAA1841	3.07193	2.63293	2.12845	2.00645	2.94188	2.02678	2.25437	2.0208
KIAA1875	0.0930036	0.083428	0.0986531	0.158013	0.217244	0.0834645	0.194537	0.0834646
KIAA1919	1.54131	0.986656	0.932605	1.09419	1.81357	1.58973	1.45306	1.14295
KIAA1958	1.19086	0.95216	1.19399	1.25646	2.25943	1.53037	1.4195	0.858882
KIAA1967	17.547	22.7403	20.3182	22.3984	16.4255	23.0605	18.2269	17.8832
KIAA1984	0.0538203	0.0257488	0.142724	0.0914407	0.177483	0.10304	0.210143	0.1288
KIAA1984-AS1	1.18769	0.958868	0.846455	1.15608	1.08116	1.08364	1.01443	0.666173
KIAA2013	41.9015	67.1763	55.2024	63.5777	49.4693	65.5215	59.3819	62.6592
KIAA2018	2.79055	1.3507	1.58563	1.51811	2.61338	1.74672	2.08865	1.11304
KIAA2022	0.00348655	0	0	0	0.0229951	0	0.00388953	0.00417193
KIAA2026	3.10063	2.13721	2.35101	2.22425	2.80239	2.23708	2.63909	1.71766
KIDINS220	12.2531	8.76904	9.42938	7.35277	14.6418	10.1168	13.0742	9.93132
KIF11	18.6808	17.1713	16.6006	15.3034	18.4194	15.3131	17.2653	16.3942
KIF12	0.180485	0.0647608	0.143586	0.178875	0.34719	0.0647891	0.402691	0.134978
KIF13A	6.20648	6.954	3.39241	3.39139	6.63384	6.21033	5.68021	5.29181
KIF13B	10.4152	9.52127	9.12691	9.00711	13.0577	12.3772	12.3255	9.9476
KIF14	9.37604	5.71995	6.8715	5.7412	7.85163	5.17849	6.26316	3.83492
KIF15	7.84736	6.46097	5.42031	5.87641	6.49582	7.64508	5.65205	5.94803
KIF16B	8.14534	7.64004	6.93606	6.79413	9.56792	8.55819	9.88631	8.35942
KIF17	0.338611	0.45356	0.442802	0.536993	0.248142	0.32414	0.428175	0.432369
KIF18A	7.03221	6.04163	6.51382	7.3341	7.94777	6.51833	7.45828	8.4294
KIF18B	20.1789	20.5711	17.8029	17.9291	17.0522	18.0276	15.5932	12.2207
KIF19	0	0	0.0124406	0	0	0	0.0130838	0.0140337
KIF1A	0.684048	0.911472	0.654451	0.640145	0.887208	1.12621	1.0661	0.937481
KIF1B	18.2474	12.0251	13.2482	10.164	21.0756	13.7097	17.7221	11.8161
KIF1C	23.0312	32.9637	28.1382	32.1761	18.6396	26.4603	18.8587	18.9563
KIF20A	32.2708	33.5133	34.4538	33.8663	31.3868	30.3714	32.9421	30.1173
KIF20B	5.43331	4.12755	3.80032	3.33442	5.5019	3.65653	4.90782	4.08996
KIF21A	1.18735	0.879059	0.66948	0.663241	1.52672	1.09317	1.45943	1.12664
KIF21B	2.19193	2.09	1.7206	1.58297	2.44385	1.87603	2.14705	1.70934
KIF22	53.7614	63.0631	62.7324	65.9283	47.6897	61.1689	51.4261	58.2184
KIF23	50.2712	47.9718	39.494	40.1038	35.7434	38.3297	32.9704	33.6764
KIF24	2.06985	1.41831	1.84146	1.989	1.64405	1.8983	1.56422	1.15049
KIF25	0.793989	0.179318	3.18845	2.60589	1.55054	0.807264	1.22535	1.05228
KIF26A	1.01227	0.921624	0.832979	0.889458	0.903664	1.26852	0.876041	0.660689
KIF26B	3.93803	3.94182	4.84537	5.1032	2.79439	2.92235	3.00687	1.79931
KIF27	0.355433	0.197605	0.275089	0.264416	0.337683	0.2763	0.420936	0.21837
KIF2A	26.8151	22.0935	35.0454	32.5578	20.4175	20.2096	19.7634	16.3756
KIF2B	0	0	0	0	0	0	0	0
KIF2C	59.2137	68.5217	65.1174	70.747	56.059	71.8621	63.0421	68.3782
KIF3A	4.29848	3.19757	3.82668	2.85202	5.52105	2.97637	4.94354	3.56943
KIF3B	16.8251	14.3601	16.5476	13.7918	22.041	17.7674	21.0476	20.4746
KIF3C	14.5652	16.7726	12.1999	13.2887	18.6084	17.9885	20.0961	15.0058
KIF4A	29.4143	30.7279	26.7963	27.1268	29.922	30.7414	30.7854	28.9939
KIF4B	0.038164	0.0456462	0.0101206	0.0432271	0.0629267	0.0273997	0.0532189	0.0114166
KIF5A	0.0218328	0.0208906	0.0347386	0.0494586	0.0479986	0.0626991	0.0243563	0.039187
KIF5B	25.7409	21.0215	22.1933	21.2698	28.3807	21.2745	23.8695	18.4399
KIF5C	0.333299	0.284745	0.208339	0.276396	0.765457	0.290567	0.677248	0.519888
KIF6	0.406515	0.440152	0.260995	0.533148	0.35278	0.256014	0.358027	0.371221
KIF7	8.34367	9.19617	8.39916	9.32487	11.4391	11.8744	10.9798	9.28654
KIF9	2.30979	2.28573	1.70351	2.35607	2.00896	1.89704	1.81729	2.85646
KIF9-AS1	0.242507	0.165744	0.183741	0.2943	0.361775	0.315051	0.463777	0.393814
KIFAP3	6.06709	6.43384	8.22212	7.27901	8.87164	8.58423	9.30728	9.58769
KIFC1	52.6654	65.0027	54.715	58.5165	46.3167	60.2467	50.9394	55.6442
KIFC2	18.1555	16.7629	19.5256	25.1306	30.0158	31.1918	26.9116	17.5192
KIFC3	16.3349	19.819	14.4881	17.8781	13.3851	22.1759	15.6654	13.0044
KIN	3.48611	2.94491	3.01735	3.16144	1.95078	2.89771	2.55824	2.82831
KIR2DL1	0	0	0	0	0	0	0	0
KIR2DL2	0	0	0	0	0	0	0	0
KIR2DL3	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0.0340545	0	0	0	0	0
KIR2DL5A	0	0	0	0	0	0	0	0
KIR2DL5B	0	0	0	0	0	0	0	0
KIR2DS1	0	0	0	0	0	0	0	0
KIR2DS2	0	0	0	0	0	0	0	0
KIR2DS3	0	0	0	0	0	0	0	0
KIR2DS4	0	0	0	0	0	0	0	0
KIR2DS5	0	0	0	0	0	0	0	0
KIR3DL1	0	0	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0
KIR3DS1	0	0	0	0	0	0	0	0
KIR3DX1	0	0	0	0	0	0	0	0
KIRREL	44.715	41.245	55.4787	57.2294	31.7316	35.1336	26.4468	15.2103
KIRREL2	3.88509	4.79408	5.29844	5.10634	3.53875	4.22901	4.92678	4.98378
KIRREL3	0.054094	0.0323953	0.0736389	0.0786318	0.0868373	0.0432132	0.0503594	0.0405119
KIRREL3-AS2	0	0	0	0	0	0	0	0
KIRREL3-AS3	0	0	0	0	0	0	0	0
KISS1	0	0	0	0	0	0	0	0
KISS1R	0.0573245	0.0274253	0.0608067	0.0649296	0.157532	0.109749	0.0639502	0.0342967
KIT	27.6073	22.6829	24.0302	23.4308	20.8916	18.8035	17.8108	14.4931
KITLG	1.97176	1.4162	0.566058	0.415567	2.01742	1.13226	1.26573	1.15935
KL	0.0335319	0	0.0266766	0	0.00921484	0.00802471	0.0467595	0.0100309
KLB	0	0	0	0	0	0	0	0
KLC1	30.6003	38.5646	37.8122	39.2212	34.4472	38.9547	36.8491	36.4827
KLC2	33.7866	50.3745	42.5657	44.2836	26.074	33.3949	29.5036	29.292
KLC3	0.69084	1.00378	1.16706	1.04332	1.23753	0.930739	1.4272	1.74514
KLC4	8.81346	8.96659	11.8759	11.9907	20.0077	15.0309	20.5913	19.9205
KLF1	0.0577793	0.110571	0.0306446	0	0	0.11062	0	0.0345687
KLF10	13.8591	16.8039	16.3134	17.2966	15.1521	14.8407	14.5298	16.1186
KLF11	5.07149	5.08295	4.61134	5.38267	3.92498	4.48742	4.01097	3.55068
KLF12	2.56144	1.79781	1.452	1.21063	4.03174	1.95296	3.00393	1.92514
KLF13	18.827	18.6793	23.5911	24.2794	21.2312	21.5346	20.6291	14.8995
KLF14	0.0949549	0.272571	0.302169	0.430209	0.13917	0.333288	0.24717	0.302989
KLF15	4.16697	4.48761	3.49539	3.29793	3.31556	4.18916	3.07313	2.54521
KLF16	20.1679	28.5356	21.9682	24.669	13.1128	25.7798	17.5254	15.2653
KLF17	0.0138105	0.079287	0.0146494	0.0625708	0.0303619	0.0132203	0.0154068	0.0661015
KLF2	7.46727	12.888	10.8501	12.6709	7.52682	12.0574	8.95906	9.17121
KLF3	9.77011	9.81802	11.7754	10.0725	8.33668	7.38809	8.26161	5.44499
KLF4	1.59903	1.38836	2.37149	2.64968	3.35266	2.09762	2.94005	2.19683
KLF5	5.87553	5.80609	6.91284	6.01567	8.61612	5.0104	7.44194	5.94065
KLF6	24.968	25.8442	22.3996	23.5226	20.6956	21.6257	18.1667	15.3461
KLF7	2.70911	2.04476	3.13758	2.81091	2.55005	1.98798	2.34726	1.68157
KLF8	0	0	0.00924962	0	0.00958522	0.00738349	0.00972779	0.0104341
KLF9	19.7536	20.1478	18.65	17.0175	26.4614	18.894	25.3566	19.5369
KLHDC1	0.0650409	0.062234	0.103488	0.0368349	0.160864	0.0155653	0.0362792	0.05837
KLHDC10	10.3976	8.54785	9.4692	8.64277	11.3159	9.1505	11.0165	9.21535
KLHDC2	7.48591	5.70599	8.07523	7.15688	9.73502	8.2105	10.3045	11.1437
KLHDC3	67.353	78.2277	81.4463	86.081	69.629	82.5366	78.3722	90.0821
KLHDC4	8.7889	10.8387	9.68181	10.9316	9.42123	10.5691	9.81489	11.7704
KLHDC7A	0	0	0	0	0	0	0	0
KLHDC7B	0	0	0.0153756	0.0164182	0.0159335	0	0.0161705	0
KLHDC8A	0.0965795	0.0308027	0.0280607	0.0182304	0.123857	0.0924518	0.0718275	0.0770426
KLHDC8B	17.2305	24.992	22.0244	26.4349	26.807	32.0718	33.6893	33.6809
KLHDC9	0	0	0	0	0	0	0	0
KLHL1	0	0	0	0	0	0	0	0
KLHL10	0	0	0	0.0254676	0	0	0	0.0269046
KLHL11	2.82506	1.91777	1.70081	2.22693	3.21031	1.9917	2.25722	1.02783
KLHL12	12.0153	12.1868	12.0622	10.7941	14.7365	12.0935	14.2948	13.4835
KLHL13	2.0274	1.86944	1.0295	1.24587	2.29542	1.66523	2.02107	1.87361
KLHL14	0.0397252	0.0380108	0.0526729	0.0337465	0.0109168	0.0380274	0.0443167	0.0118836
KLHL15	3.74853	3.32694	2.515	2.19793	4.31706	2.39644	2.95533	2.27441
KLHL17	19.0298	18.9468	19.6584	29.1471	23.8015	29.5075	20.6747	14.5856
KLHL18	10.748	9.56846	9.0584	7.34269	10.1408	9.60674	9.87437	8.50288
KLHL2	3.05571	3.10432	3.36687	2.68223	4.6798	3.29022	4.20121	3.66321
KLHL20	6.38644	4.78444	4.43748	4.83649	7.26506	5.05903	6.1995	5.65736
KLHL21	27.7429	29.5691	26.4155	26.3744	28.2733	35.2806	29.1555	24.9031
KLHL22	7.0626	7.72286	8.73345	9.68005	7.08693	8.03378	8.0077	8.07234
KLHL23	3.99794	3.02065	2.14579	2.07699	1.88523	2.5137	2.17186	1.6279
KLHL24	5.29185	4.50746	5.23629	3.92352	7.53477	3.74256	6.53286	5.1575
KLHL25	4.37288	4.97216	4.72464	4.44063	4.43705	5.10757	4.46423	4.39974
KLHL26	3.5013	3.3502	4.2131	3.87176	5.64381	5.27258	6.63864	5.67995
KLHL28	0.671493	0.521284	0.57789	0.416165	1.05844	0.50332	0.890445	0.61399
KLHL29	18.3361	18.7681	19.6249	21.3759	13.9539	17.3787	12.6892	10.1165
KLHL3	0.231394	0.244714	0.751225	0.807057	0.354758	0.279794	0.27174	0.313312
KLHL30	0.220129	0.243886	0.110606	0.118105	0.30565	0.133087	0.37482	0.0831795
KLHL31	0.0363142	0.0069494	0.0154081	0	0.0399177	0.00695244	0.0405115	0
KLHL32	0.0111909	0.0642474	0	0	0.0492054	0.0321378	0.0499373	0.0133908
KLHL33	0	0	0	0.0277408	0	0	0	0
KLHL34	0	0	0	0	0	0	0	0
KLHL35	0	0.0224072	0	0	0.0514832	0	0	0
KLHL36	8.83039	7.81757	7.33148	7.665	9.82003	7.60374	10.0812	6.81375
KLHL38	0.523608	0.238576	0.343828	0.197691	0.191855	0.214813	0.417234	0.328187
KLHL4	0.0344938	0.0068111	0.0732747	0.0195606	0.075806	0.0204422	0.0384806	0
KLHL40	0	0	0	0	0	0	0	0
KLHL41	0.752242	0.325614	0.360971	0.3043	0.748137	0.565787	0.59942	0.450058
KLHL42	15.3135	13.32	13.5478	14.5245	17.1717	14.1737	13.3675	11.3583
KLHL5	4.04321	3.69249	4.8765	4.55955	3.64216	3.13631	3.35694	2.96265
KLHL6	0.591752	0.754951	0.704416	0.93836	0.252961	0.453169	0.227384	0.259628
KLHL7	18.264	14.5025	17.0198	16.8663	20.574	15.0631	22.7448	26.1051
KLHL7-AS1	0.445744	0.360891	0.363708	0.466043	0.659583	0.344637	0.612017	0.471826
KLHL8	3.7124	2.97044	3.15619	2.32679	3.62511	2.61901	2.73358	2.40296
KLHL9	12.8373	9.29719	11.18	9.70443	13.343	11.079	12.2493	10.5957
KLK1	0.495608	0.118555	0.262857	0.14034	0.272394	0.17791	0.345557	0.667164
KLK10	0.0584565	0.0559337	0.248064	0.0662118	0.04819	0.0419661	0.065213	0.122418
KLK11	0	0	0	0	0	0	0	0
KLK12	0	0	0	0	0	0	0	0
KLK13	0.116606	0	0.0412298	0.0880507	0.0427257	0.14883	0.0433613	0.186038
KLK14	0.442337	0.338597	0.140762	0.300612	0.437607	0.169373	0.148039	0.317574
KLK15	0	0	0	0	0	0	0	0
KLK2	0	0.015658	0.209909	0.120694	0.0166919	0	0.0182556	0.0979164
KLK3	0	0	0	0	0	0	0	0
KLK4	0.35779	0.239644	0.569287	0.243154	0.432624	0.0684998	0.35923	0.385312
KLK5	0.0353624	0	0	0	0	0	0	0
KLK6	1.09227	0.895829	0.724323	1.06045	0.754701	0.891455	1.18111	1.08294
KLK7	0	0	0	0	0	0	0	0
KLK8	0.0509871	0.154489	0.525728	0.375375	0.121431	0	0.123237	0.0610137
KLK9	0	0	0	0	0	0	0	0
KLKB1	0	0	0	0	0	0	0	0
KLKP1	0	0	0	0	0	0	0	0
KLLN	0.0296762	0.0378606	0.0524648	0.156862	0.032621	0.0473464	0.0331062	0.0236733
KLRAP1	0.62699	0.270937	0.343265	0.320722	0.422417	0.212972	0.315885	0.0968056
KLRB1	0	0	0	0	0	0	0	0
KLRC1	0	0	0	0	0	0	0	0
KLRC2	0	0	0	0	0	0	0	0
KLRC3	0.050223	0.0622605	0.106548	0.0737011	0.0715256	0.0480765	0.0725895	0.120192
KLRC4	0	0	0	0	0.1257	0	0	0.0684151
